Date,Open,High,Low,Close,Adj Close,Volume
2016-08-23,219.250000,219.600006,218.899994,218.970001,200.875748,53399200
2016-08-24,218.800003,218.910004,217.360001,217.850006,199.848328,71728900
2016-08-25,217.399994,218.190002,217.220001,217.699997,199.710709,69224800
2016-08-26,217.919998,219.119995,216.250000,217.289993,199.334595,122506300
2016-08-29,217.440002,218.669998,217.399994,218.360001,200.316162,70502200
2016-08-30,218.259995,218.589996,217.350006,218.000000,199.985916,58114500
2016-08-31,217.610001,217.750000,216.470001,217.380005,199.417160,85269500
2016-09-01,217.369995,217.729996,216.029999,217.389999,199.426315,97844200
2016-09-02,218.389999,218.869995,217.699997,218.369995,200.325333,79293900
2016-09-06,218.699997,219.119995,217.860001,219.029999,200.930801,56702100
2016-09-07,218.839996,219.220001,218.300003,219.009995,200.912460,76554900
2016-09-08,218.619995,218.940002,218.149994,218.509995,200.453766,74102900
2016-09-09,216.970001,217.029999,213.250000,213.279999,195.655945,221589100
2016-09-12,212.389999,216.809998,212.309998,216.339996,198.463043,168110900
2016-09-13,214.839996,215.149994,212.500000,213.229996,195.610046,182828800
2016-09-14,213.289993,214.699997,212.500000,213.149994,195.536682,134185500
2016-09-15,212.960007,215.729996,212.750000,215.279999,197.490646,134427900
2016-09-16,213.479996,213.690002,212.570007,213.369995,196.727249,155236400
2016-09-19,214.130005,214.880005,213.029999,213.410004,196.764130,80250500
2016-09-20,214.410004,214.589996,213.380005,213.419998,196.773376,69665300
2016-09-21,214.240005,216.029999,213.440002,215.820007,198.986160,110284400
2016-09-22,217.000000,217.529999,216.710007,217.179993,200.240082,76678700
2016-09-23,216.720001,216.880005,215.880005,215.990005,199.142914,73630900
2016-09-26,215.020004,215.229996,214.009995,214.240005,197.529404,89827300
2016-09-27,214.050003,215.679993,213.619995,215.570007,198.755661,78494800
2016-09-28,215.830002,216.820007,214.710007,216.639999,199.742188,87411000
2016-09-29,216.399994,216.869995,214.039993,214.679993,197.935059,128070600
2016-09-30,215.649994,217.119995,215.360001,216.300003,199.428711,117202900
2016-10-03,215.820007,216.039993,215.039993,215.779999,198.949265,83512100
2016-10-04,215.910004,216.169998,213.990005,214.679993,197.935059,119948100
2016-10-05,215.410004,216.130005,215.330002,215.630005,198.810974,72816000
2016-10-06,215.369995,216.039993,214.740005,215.779999,198.949265,62927400
2016-10-07,216.100006,216.300003,214.190002,215.039993,198.267014,89788300
2016-10-10,216.160004,216.699997,215.990005,216.160004,199.299652,51855000
2016-10-11,215.660004,215.740005,212.580002,213.429993,196.782593,130367400
2016-10-12,213.589996,214.320007,213.009995,213.710007,197.040756,73866100
2016-10-13,212.160004,213.589996,211.210007,213.009995,196.395355,101357000
2016-10-14,214.149994,214.690002,213.029999,213.119995,196.496780,93346200
2016-10-17,213.089996,213.389999,212.169998,212.380005,195.814484,58275700
2016-10-18,214.240005,214.309998,213.270004,213.710007,197.040756,76869700
2016-10-19,214.020004,214.639999,213.600006,214.279999,197.566284,66519200
2016-10-20,213.869995,214.529999,213.110001,213.880005,197.197495,73639800
2016-10-21,213.880005,214.080002,212.759995,213.979996,197.289673,89089100
2016-10-24,215.000000,215.320007,214.479996,214.889999,198.128708,60146600
2016-10-25,214.679993,214.979996,213.979996,214.169998,197.464813,66542300
2016-10-26,213.210007,214.419998,212.929993,213.740005,197.068405,75705500
2016-10-27,214.580002,214.619995,213.080002,213.169998,196.542862,77220200
2016-10-28,213.139999,213.929993,211.710007,212.539993,195.962006,140623200
2016-10-31,212.929993,213.190002,212.360001,212.550003,195.971222,61272500
2016-11-01,212.929993,212.990005,209.600006,211.009995,194.551346,122781800
2016-11-02,210.649994,211.100006,209.229996,209.740005,193.380402,103330800
2016-11-03,209.990005,210.240005,208.460007,208.779999,192.495270,88939300
2016-11-04,208.910004,209.889999,208.380005,208.550003,192.283188,109122100
2016-11-07,208.550003,213.190002,208.550003,213.149994,196.524399,109794900
2016-11-08,212.690002,214.770004,212.380005,214.110001,197.409531,106772100
2016-11-09,212.369995,217.100006,212.339996,216.380005,199.502487,258429000
2016-11-10,217.300003,218.309998,215.220001,216.919998,200.000366,172113300
2016-11-11,216.080002,216.699997,215.320007,216.419998,199.539352,100552700
2016-11-14,217.029999,217.270004,215.720001,216.589996,199.696121,94580000
2016-11-15,217.039993,218.279999,216.800003,218.279999,201.254272,91652600
2016-11-16,217.559998,218.139999,217.419998,217.869995,200.876251,65617700
2016-11-17,218.050003,219.059998,217.919998,218.990005,201.908920,69797200
2016-11-18,219.070007,219.270004,218.289993,218.500000,201.457123,86265800
2016-11-21,219.169998,220.179993,219.000000,220.149994,202.978409,72402600
2016-11-22,220.509995,220.789993,219.729996,220.580002,203.374924,67429000
2016-11-23,219.979996,220.759995,219.750000,220.699997,203.485519,56620200
2016-11-25,221.100006,221.559998,221.009995,221.520004,204.241547,37872300
2016-11-28,221.160004,221.479996,220.360001,220.479996,203.282700,76572500
2016-11-29,220.520004,221.440002,220.169998,220.910004,203.679184,69886700
2016-11-30,221.630005,221.820007,220.309998,220.380005,203.190506,113291800
2016-12-01,220.729996,220.729996,219.149994,219.570007,202.443680,79040500
2016-12-02,219.669998,220.250000,219.259995,219.679993,202.545059,74840300
2016-12-05,220.649994,221.399994,220.419998,221.000000,203.762115,67837800
2016-12-06,221.220001,221.740005,220.660004,221.699997,204.407532,59877400
2016-12-07,221.520004,224.669998,221.380005,224.600006,207.081314,110738100
2016-12-08,224.570007,225.699997,224.259995,225.149994,207.588425,99714400
2016-12-09,225.410004,226.529999,225.369995,226.509995,208.842316,88005800
2016-12-12,226.399994,226.960007,225.759995,226.250000,208.602615,102016100
2016-12-13,227.020004,228.339996,227.000000,227.759995,209.994827,110477500
2016-12-14,227.410004,228.229996,225.369995,225.880005,208.261505,142501800
2016-12-15,226.160004,227.809998,225.889999,226.809998,209.118927,124972600
2016-12-16,226.009995,226.080002,224.669998,225.039993,208.709946,156420200
2016-12-19,225.250000,226.020004,225.080002,225.529999,209.164383,90341100
2016-12-20,226.149994,226.570007,225.880005,226.399994,209.971268,89838800
2016-12-21,226.250000,226.449997,225.770004,225.770004,209.387009,67909000
2016-12-22,225.600006,225.740005,224.919998,225.380005,209.025238,56219100
2016-12-23,225.429993,225.720001,225.210007,225.710007,209.331360,36697800
2016-12-27,226.020004,226.729996,226.000000,226.270004,209.850693,42672500
2016-12-28,226.570007,226.589996,224.270004,224.399994,208.116379,64095000
2016-12-29,224.479996,224.889999,223.839996,224.350006,208.070007,48696100
2016-12-30,224.729996,224.830002,222.729996,223.529999,207.309525,108998300
2017-01-03,225.039993,225.830002,223.880005,225.240005,208.895447,91366500
2017-01-04,225.619995,226.750000,225.610001,226.580002,210.138245,78744400
2017-01-05,226.270004,226.580002,225.479996,226.399994,209.971268,78379000
2017-01-06,226.529999,227.750000,225.899994,227.210007,210.722473,71559900
2017-01-09,226.910004,227.070007,226.419998,226.460007,210.026917,46939700
2017-01-10,226.479996,227.449997,226.009995,226.460007,210.026917,63771900
2017-01-11,226.360001,227.100006,225.589996,227.100006,210.620483,74650000
2017-01-12,226.500000,226.750000,224.960007,226.529999,210.091797,72113200
2017-01-13,226.729996,227.399994,226.690002,227.050003,210.574127,62717900
2017-01-17,226.309998,226.779999,225.800003,226.250000,209.832138,61240800
2017-01-18,226.539993,226.800003,225.899994,226.750000,210.295853,54793300
2017-01-19,226.839996,227.000000,225.410004,225.910004,209.516846,66608800
2017-01-20,226.699997,227.309998,225.970001,226.740005,210.286606,129168600
2017-01-23,226.740005,226.809998,225.270004,226.149994,209.739395,75061600
2017-01-24,226.399994,228.080002,226.270004,227.600006,211.084198,95555300
2017-01-25,228.699997,229.570007,228.509995,229.570007,212.911209,84437700
2017-01-26,229.399994,229.710007,229.009995,229.330002,212.688675,59970700
2017-01-27,229.419998,229.589996,228.759995,228.970001,212.354752,59711100
2017-01-30,228.169998,228.199997,226.410004,227.550003,211.037811,79737300
2017-01-31,226.979996,227.600006,226.320007,227.529999,211.019257,75880800
2017-02-01,227.529999,228.589996,226.940002,227.619995,211.102737,79117700
2017-02-02,227.619995,228.100006,226.820007,227.770004,211.241852,69657600
2017-02-03,228.820007,229.550003,228.460007,229.339996,212.697922,80563200
2017-02-06,228.869995,229.330002,228.539993,228.929993,212.317642,57790100
2017-02-07,229.380005,229.660004,228.720001,228.940002,212.326935,57931200
2017-02-08,228.940002,229.389999,228.309998,229.240005,212.605194,51566200
2017-02-09,229.240005,230.949997,229.240005,230.600006,213.866501,65955200
2017-02-10,231.000000,231.770004,230.619995,231.509995,214.710434,66015900
2017-02-13,232.080002,233.070007,232.050003,232.770004,215.879044,55182100
2017-02-14,232.559998,233.710007,232.160004,233.699997,216.741547,71109000
2017-02-15,233.449997,235.139999,233.389999,234.919998,217.872986,86785800
2017-02-16,234.949997,235.160004,233.850006,234.720001,217.687515,84722400
2017-02-17,233.949997,235.089996,233.929993,235.089996,218.030685,77204100
2017-02-21,235.520004,236.690002,235.509995,236.490005,219.329086,88946100
2017-02-22,236.020004,236.539993,235.830002,236.279999,219.134308,62115200
2017-02-23,236.880005,236.899994,235.559998,236.440002,219.282669,74615900
2017-02-24,235.460007,236.789993,235.410004,236.740005,219.560928,82381600
2017-02-27,236.639999,237.309998,236.350006,237.110001,219.904099,56515400
2017-02-28,236.669998,236.949997,236.020004,236.470001,219.310547,96961900
2017-03-01,238.389999,240.320007,238.369995,239.779999,222.380356,149158200
2017-03-02,239.559998,239.570007,238.210007,238.270004,220.979919,70246000
2017-03-03,238.169998,238.610001,237.729996,238.419998,221.119034,81974300
2017-03-06,237.500000,238.119995,237.009995,237.710007,220.460571,55391500
2017-03-07,237.360001,237.770004,236.759995,237.000000,219.802094,65103700
2017-03-08,237.339996,237.639999,236.399994,236.559998,219.393997,78168800
2017-03-09,236.699997,237.240005,235.740005,236.860001,219.672211,90683900
2017-03-10,237.970001,238.020004,236.589996,237.690002,220.442017,81991700
2017-03-13,237.619995,237.860001,237.240005,237.809998,220.553299,57256800
2017-03-14,237.179993,237.240005,236.190002,236.899994,219.709335,59880800
2017-03-15,237.559998,239.440002,237.289993,238.949997,221.610596,96081800
2017-03-16,239.110001,239.199997,238.100006,238.479996,221.174667,78344000
2017-03-17,237.750000,237.970001,237.029999,237.029999,220.786240,89002100
2017-03-20,237.029999,237.360001,236.320007,236.770004,220.544083,52537000
2017-03-21,237.470001,237.610001,233.580002,233.729996,217.712387,131809300
2017-03-22,233.770004,234.610001,233.050003,234.279999,218.224716,97569200
2017-03-23,234.279999,235.339996,233.600006,234.029999,217.991837,100410300
2017-03-24,234.380005,235.039993,232.960007,233.860001,217.833481,112504900
2017-03-27,231.929993,233.919998,231.610001,233.619995,217.609940,87454500
2017-03-28,233.270004,235.809998,233.139999,235.320007,219.193466,93483900
2017-03-29,234.990005,235.809998,234.729996,235.539993,219.398376,61950400
2017-03-30,235.470001,236.520004,235.270004,236.289993,220.096970,56737900
2017-03-31,235.899994,236.509995,235.679993,235.740005,219.584671,73733100
2017-04-03,235.800003,236.029999,233.910004,235.330002,219.202774,85546500
2017-04-04,235.000000,235.580002,234.559998,235.479996,219.342484,56466200
2017-04-05,236.259995,237.389999,234.539993,234.779999,218.690460,108800600
2017-04-06,234.940002,236.039993,234.429993,235.440002,219.305222,69135800
2017-04-07,235.149994,236.000000,234.639999,235.199997,219.081680,74412300
2017-04-10,235.360001,236.259995,234.729996,235.339996,219.212051,67615300
2017-04-11,234.899994,235.179993,233.339996,235.059998,218.951263,88045300
2017-04-12,234.740005,234.960007,233.770004,234.029999,217.991837,81864400
2017-04-13,233.639999,234.490005,232.509995,232.509995,216.575989,92880400
2017-04-17,233.110001,234.570007,232.880005,234.570007,218.494843,68405400
2017-04-18,233.720001,234.490005,233.080002,233.869995,217.842789,83225800
2017-04-19,234.520004,234.949997,233.179993,233.440002,217.442261,68699900
2017-04-20,234.149994,235.850006,233.779999,235.339996,219.212051,92572200
2017-04-21,235.250000,235.309998,234.130005,234.589996,218.513458,110389800
2017-04-24,237.179993,237.410004,234.559998,237.169998,220.916672,119209900
2017-04-25,237.910004,238.949997,237.809998,238.550003,222.202072,76698300
2017-04-26,238.509995,239.529999,238.350006,238.399994,222.062378,84702500
2017-04-27,238.770004,238.949997,237.979996,238.600006,222.248642,57410300
2017-04-28,238.899994,238.929993,237.929993,238.080002,221.764282,63532800
2017-05-01,238.679993,239.169998,238.199997,238.679993,222.323166,66882500
2017-05-02,238.839996,238.979996,238.300003,238.770004,222.407013,57375700
2017-05-03,238.770004,238.880005,237.699997,238.479996,222.136887,73137700
2017-05-04,238.830002,238.919998,237.779999,238.759995,222.397690,61462700
2017-05-05,239.190002,239.720001,238.679993,239.699997,223.273285,62001300
2017-05-08,239.750000,239.919998,239.169998,239.660004,223.236008,48385700
2017-05-09,239.960007,240.190002,239.039993,239.440002,223.031097,51363200
2017-05-10,239.389999,239.869995,239.149994,239.869995,223.431625,54293800
2017-05-11,239.350006,239.570007,238.130005,239.380005,222.975189,62358300
2017-05-12,239.089996,239.429993,238.669998,238.979996,222.602631,53912700
2017-05-15,239.470001,240.440002,239.449997,240.300003,223.832169,61918900
2017-05-16,240.639999,240.669998,239.630005,240.080002,223.627228,51241800
2017-05-17,240.080002,240.080002,235.750000,235.820007,219.659195,172174100
2017-05-18,235.729996,237.750000,235.429993,236.770004,220.544083,107047700
2017-05-19,237.330002,239.080002,237.270004,238.309998,221.978531,115011400
2017-05-22,238.899994,239.710007,238.820007,239.520004,223.105591,61010600
2017-05-23,239.949997,240.240005,239.509995,240.050003,223.599304,48341700
2017-05-24,240.320007,240.729996,239.929993,240.610001,224.120895,46927700
2017-05-25,241.199997,242.080002,240.960007,241.759995,225.192078,64071700
2017-05-26,241.539993,241.899994,241.449997,241.710007,225.145538,46629900
2017-05-30,241.339996,241.789993,241.160004,241.500000,224.949921,35201900
2017-05-31,241.839996,241.880005,240.639999,241.440002,224.894043,91796000
2017-06-01,241.970001,243.380005,241.639999,243.360001,226.682434,68962000
2017-06-02,243.419998,244.350006,243.080002,244.169998,227.436966,88666100
2017-06-05,243.970001,244.300003,243.759995,243.990005,227.269302,44698800
2017-06-06,243.339996,243.979996,243.119995,243.210007,226.542740,50375400
2017-06-07,243.600006,243.919998,242.830002,243.660004,226.961914,54144300
2017-06-08,243.770004,244.330002,243.169998,243.779999,227.073669,65950700
2017-06-09,244.089996,245.009995,241.949997,243.410004,226.729065,132256400
2017-06-12,243.130005,243.419998,242.380005,243.360001,226.682434,86108100
2017-06-13,243.979996,244.610001,243.580002,244.550003,227.790924,60067000
2017-06-14,244.860001,244.869995,243.289993,244.240005,227.502167,78602300
2017-06-15,242.679993,243.910004,242.360001,243.770004,227.064362,66464900
2017-06-16,242.770004,242.830002,241.630005,242.639999,227.113983,84553100
2017-06-19,243.589996,244.729996,243.479996,244.660004,229.004715,65123800
2017-06-20,244.250000,244.259995,242.990005,243.009995,227.460266,56906400
2017-06-21,243.460007,243.589996,242.410004,242.949997,227.404114,55977600
